date,repo_url,stars
2026-09-02,https://github.com/awdr74100/figwright,658
2026-09-02,https://github.com/blader/humanizer,40079
2026-09-02,https://github.com/borski/travel-hacking-toolkit,649
2026-09-02,https://github.com/browserbase/skills,3708
2026-09-02,https://github.com/brycewang-stanford/Auto-Empirical-Research-Skills,3656
2026-09-02,https://github.com/calesthio/OpenMontage,55592
2026-09-02,https://github.com/career-ops-hq/career-ops,69884
2026-09-02,https://github.com/cathrynlavery/diagram-design,29418
2026-09-02,https://github.com/chenhg5/cc-connect,15316
2026-09-02,https://github.com/chuspeeism/dashi-ppt-skill,7324
2026-09-02,https://github.com/citrolabs/ego-lite,14707
2026-09-02,https://github.com/claude-code-best/claude-code,22346
2026-09-02,https://github.com/cloudflare/security-audit-skill,3201
2026-09-02,https://github.com/codexstar69/bug-hunter,501
2026-09-02,https://github.com/coleam00/context-engineering-intro,13819
2026-09-02,https://github.com/coreyhaines31/marketingskills,46589
2026-09-02,https://github.com/czlonkowski/n8n-mcp,22821
2026-09-02,https://github.com/davidondrej/skills,3851
2026-09-02,https://github.com/davila7/claude-code-templates,30504
2026-09-02,https://github.com/decolua/9router,26926
2026-09-02,https://github.com/diegosouzapw/OmniRoute,60229
2026-09-02,https://github.com/diet103/claude-code-infrastructure-showcase,10014
2026-09-02,https://github.com/earthtojake/text-to-cad,14136
2026-09-02,https://github.com/eze-is/web-access,8824
2026-09-02,https://github.com/farion1231/cc-switch,130719
2026-09-02,https://github.com/firecrawl/firecrawl-mcp-server,7377
2026-09-02,https://github.com/frankbria/ralph-claude-code,9617
2026-09-02,https://github.com/freecodexyz/free-code,8727
2026-09-02,https://github.com/garrytan/gstack,131130
2026-09-02,https://github.com/getagentseal/codeburn,10746
2026-09-02,https://github.com/github/awesome-copilot,38555
2026-09-02,https://github.com/google-labs-code/stitch-skills,8244
2026-09-02,https://github.com/google/skills,19230
2026-09-02,https://github.com/googleworkspace/cli,30699
2026-09-02,https://github.com/gotalab/cc-sdd,3648
2026-09-02,https://github.com/hangwin/mcp-chrome,12369
2026-09-02,https://github.com/heilcheng/awesome-agent-skills,6164
2026-09-02,https://github.com/hesreallyhim/awesome-claude-code,53383
2026-09-02,https://github.com/holaboss-ai/holaOS,11118
2026-09-02,https://github.com/iOfficeAI/AionUi,32511
2026-09-02,https://github.com/iflytek/skillhub,4958
2026-09-02,https://github.com/internet-court/internet-court-skill,5318
2026-09-02,https://github.com/isjiamu/gzh-design-skill,3471
2026-09-02,https://github.com/jacob-bd/gemini-notebook-mcp-cli,5995
2026-09-02,https://github.com/jakubkrehel/make-interfaces-feel-better,3070
2026-09-02,https://github.com/jakubkrehel/skills,4759
2026-09-02,https://github.com/jarrodwatts/claude-hud,27789
2026-09-02,https://github.com/jihe520/MathModelAgent,4061
2026-09-02,https://github.com/jnMetaCode/agency-agents-zh,20222
2026-09-02,https://github.com/jnMetaCode/superpowers-zh,7949
2026-09-02,https://github.com/jqueryscript/awesome-claude-code,508
2026-09-02,https://github.com/kangarooking/cangjie-skill,9378
2026-09-02,https://github.com/karanb192/awesome-claude-skills,504
2026-09-02,https://github.com/kepano/obsidian-skills,47745
2026-09-02,https://github.com/larksuite/cli,16949
2026-09-02,https://github.com/libukai/awesome-agent-skills,5036
2026-09-02,https://github.com/lidge-jun/opencodex,13016
2026-09-02,https://github.com/livetennisapi/livetennisapi-mcp,158
2026-09-02,https://github.com/liyupi/ai-guide,19450
2026-09-02,https://github.com/ljagiello/ctf-skills,3157
2026-09-02,https://github.com/luongnv89/claude-howto,41328
2026-09-02,https://github.com/mcp-use/mcp-use,10552
2026-09-02,https://github.com/memodb-io/Acontext,3679
2026-09-02,https://github.com/mukul975/Anthropic-Cybersecurity-Skills,32011
2026-09-02,https://github.com/muratcankoylan/Agent-Skills-for-Context-Engineering,17911
2026-09-02,https://github.com/musistudio/claude-code-router,37033
2026-09-02,https://github.com/muxuuu/serenity-skill,3940
2026-09-02,https://github.com/mvanhorn/last30days-skill,60981
2026-09-02,https://github.com/nexu-io/html-anything,8613
2026-09-02,https://github.com/nexu-io/open-design,93575
2026-09-02,https://github.com/nicobailon/visual-explainer,9623
2026-09-02,https://github.com/obra/superpowers,280761
2026-09-02,https://github.com/omnigent-ai/omnigent,9617
2026-09-02,https://github.com/op7418/Humanizer-zh,16505
2026-09-02,https://github.com/op7418/guizang-ppt-skill,25498
2026-09-02,https://github.com/openai/codex-plugin-cc,32663
2026-09-02,https://github.com/paulrobello/claude-office,508
2026-09-02,https://github.com/phuryn/pm-skills,25924
2026-09-02,https://github.com/pueschel88/Tradingview-MCP,133
2026-09-02,https://github.com/refly-ai/refly,7503
2026-09-02,https://github.com/remotion-dev/skills,4473
2026-09-02,https://github.com/router-for-me/CLIProxyAPI,49918
2026-09-02,https://github.com/ruvnet/metaharness,626
2026-09-02,https://github.com/ruvnet/ruflo,70225
2026-09-02,https://github.com/s1dashu/ip-as-logo-skill,4778
2026-09-02,https://github.com/samber/cc-skills-golang,3143
2026-09-02,https://github.com/shanraisshan/claude-code-best-practice,65548
2026-09-02,https://github.com/shareAI-lab/learn-claude-code,75905
2026-09-02,https://github.com/shlokkhemani/rabbithole,310
2026-09-02,https://github.com/sickn33/agentic-awesome-skills,45857
2026-09-02,https://github.com/sirmalloc/ccstatusline,12725
2026-09-02,https://github.com/siteboon/claudecodeui,13548
2026-09-02,https://github.com/slopus/happy,23600
2026-09-02,https://github.com/smtg-ai/claude-squad,8413
2026-09-02,https://github.com/steipete/CodexBar,20844
2026-09-02,https://github.com/stickerdaniel/linkedin-mcp-server,3311
2026-09-02,https://github.com/stormzhang/token-tracker,505
2026-09-02,https://github.com/tech-leads-club/agent-skills,5109
2026-09-02,https://github.com/teng-lin/notebooklm-py,19082
2026-09-02,https://github.com/thedotmack/claude-mem,93016
2026-09-02,https://github.com/trailhq/Graft,5425
2026-09-02,https://github.com/travisvn/awesome-claude-skills,14935
2026-09-02,https://github.com/tt-a1i/archify,43475
2026-09-02,https://github.com/twostraws/SwiftUI-Agent-Skill,4638
2026-09-02,https://github.com/vercel-labs/agent-skills,30746
2026-09-02,https://github.com/vercel-labs/skills,30235
2026-09-02,https://github.com/virgiliojr94/book-to-skill,27936
2026-09-02,https://github.com/wanghuan9/skilldock,504
2026-09-02,https://github.com/wanshuiyin/Auto-claude-code-research-in-sleep,15646
2026-09-02,https://github.com/wasp-lang/open-saas,15704
2026-09-02,https://github.com/winfunc/opcode,22394
2026-09-02,https://github.com/wonderwhy-er/DesktopCommanderMCP,9469
2026-09-02,https://github.com/wshobson/agents,39356
2026-09-02,https://github.com/wuyoscar/GPT-Image2-Skill,5055
2026-09-02,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,143294
2026-09-02,https://github.com/xbtlin/ai-berkshire,16117
2026-09-02,https://github.com/xingkongliang/skills-manager,4327
2026-09-02,https://github.com/ykdojo/claude-code-tips,10015
2026-09-02,https://github.com/yzfly/Awesome-MCP-ZH,7623
2026-09-02,https://github.com/zebbern/claude-code-guide,4598
2026-09-02,https://github.com/zhaoxuya520/reverse-skill,34082
2026-09-02,https://github.com/zilliztech/claude-context,12464
2026-09-02,https://github.com/zubair-trabzada/geo-seo-claude,10160
2026-09-02,https://github.com/1517005260/graph-rag-agent,2332
2026-09-02,https://github.com/Accenture/AmpliGraph,2238
2026-09-02,https://github.com/AgriciDaniel/claude-obsidian,14557
2026-09-02,https://github.com/Anbeeld/AGENTS.md,157
2026-09-02,https://github.com/ApodexAI/FrontierAgent,1385
2026-09-02,https://github.com/ArthurClune/claude-md-examples,142
2026-09-02,https://github.com/Azure-Samples/graphrag-accelerator,2409
2026-09-02,https://github.com/BayramAnnakov/claude-reflect,1425
2026-09-02,https://github.com/Claudate/project-multilevel-index,139
2026-09-02,https://github.com/CyberShadow/DFeed,386
2026-09-02,https://github.com/DenisSergeevitch/repo-task-proof-loop,728
2026-09-02,https://github.com/DeusData/codebase-memory-mcp,41868
2026-09-02,https://github.com/Devin-AXIS/iPolloWork,5281
2026-09-02,https://github.com/Egonex-AI/Understand-Anything,81328
2026-09-02,https://github.com/FalkorDB/FalkorDB,5813
2026-09-02,https://github.com/Fission-AI/OpenSpec,67046
2026-09-02,https://github.com/FlorianBruniaux/claude-cowork-guide,243
2026-09-02,https://github.com/FreshRSS/FreshRSS,15909
2026-09-02,https://github.com/Gentleman-Programming/agent-teams-lite,1249
2026-09-02,https://github.com/Gitlawb/zero,1646
2026-09-02,https://github.com/GoPlusSecurity/agentguard,458
2026-09-02,https://github.com/Graphify-Labs/graphify,113898
2026-09-02,https://github.com/HexmosTech/git-lrc,1459
2026-09-02,https://github.com/Infrasity-Labs/dev-gtm-claude-skills,119
2026-09-02,https://github.com/IsHexx/system-prompts-and-models-of-ai-tools-chinese,1228
2026-09-02,https://github.com/JohnRiceML/clawport-ui,905
2026-09-02,https://github.com/JuliusBrussee/cavekit,1141
2026-09-02,https://github.com/Kohaku-Lab/KohakuTerrarium,497
2026-09-02,https://github.com/Kulaxyz/self-learning-skills,944
2026-09-02,https://github.com/LukeRenton/explore-claude-code,309
2026-09-02,https://github.com/MaJerle/c-code-style,1343
2026-09-02,https://github.com/Miguok/fable-harness,202
2026-09-02,https://github.com/Nanako0129/sepia,1514
2026-09-02,https://github.com/Natfii/UnrealClaude,894
2026-09-02,https://github.com/NikolayIT/PressCenters.com,108
2026-09-02,https://github.com/NyanNyanovich/nyan,321
2026-09-02,https://github.com/OSU-NLP-Group/HippoRAG,3977
2026-09-02,https://github.com/OpenSPG/openspg,2227
2026-09-02,https://github.com/Orkas-AI/Orkas,1635
2026-09-02,https://github.com/Piebald-AI/claude-code-system-prompts,12552
2026-09-02,https://github.com/Pimzino/claude-code-spec-workflow,3856
2026-09-02,https://github.com/Pimzino/spec-workflow-mcp,4293
2026-09-02,https://github.com/PleasePrompto/notebooklm-mcp,3385
2026-09-02,https://github.com/Priivacy-ai/spec-kitty,1582
2026-09-02,https://github.com/SethGammon/Citadel,915
2026-09-02,https://github.com/Signet-AI/signetai,265
2026-09-02,https://github.com/StreetLamb/tribe,1084
2026-09-02,https://github.com/SuYxh/ai-news-aggregator,331
2026-09-02,https://github.com/ThaddaeusSandidge/BorisChernyClaudeMarkdown,192
2026-09-02,https://github.com/TheColliny/FableClaudeMDForOpus,248
2026-09-02,https://github.com/TheDecipherist/claude-code-mastery,545
2026-09-02,https://github.com/ThibautBaissac/rails_ai_agents,659
2026-09-02,https://github.com/TinyAGI/tinyagi,3612
2026-09-02,https://github.com/Untrivial-ai/agent-orchestrator,10854
2026-09-02,https://github.com/WoJiSama/skill-based-architecture,547
2026-09-02,https://github.com/WorldFlowAI/everything-claude-code,1963
2026-09-02,https://github.com/Yeachan-Heo/oh-my-codex,32963
2026-09-02,https://github.com/Yvictor/TradingGym,1915
2026-09-02,https://github.com/ZSeven-W/openpencil,5790
2026-09-02,https://github.com/aakashg/pm-claude-code-setup,152
2026-09-02,https://github.com/abhigyanpatwari/GitNexus,46886
2026-09-02,https://github.com/abhishekray07/claude-md-templates,322
2026-09-02,https://github.com/agavra/tuicr,3005
2026-09-02,https://github.com/agent-sh/agnix,401
2026-09-02,https://github.com/alexeykrol/claude-code-starter,192
2026-09-02,https://github.com/alibaba/open-code-review,21826
2026-09-02,https://github.com/alirezarezvani/ClaudeForge,422
2026-09-02,https://github.com/anc95/ChatGPT-CodeReview,4460
2026-09-02,https://github.com/appleboy/CodeGPT,1503
2026-09-02,https://github.com/areed1192/finance-news-aggregator,146
2026-09-02,https://github.com/astrio-labs/forall,598
2026-09-02,https://github.com/athensresearch/athens,6303
2026-09-02,https://github.com/augmnt/augments-mcp-server,128
2026-09-02,https://github.com/automazeio/ccpm,8361
2026-09-02,https://github.com/awesome-skills/code-review-skill,1875
2026-09-02,https://github.com/awslabs/aidlc-workflows,4282
2026-09-02,https://github.com/bit4woo/python_sec,1352
2026-09-02,https://github.com/bradygaster/squad,3150
2026-09-02,https://github.com/buildermethods/agent-os,5363
2026-09-02,https://github.com/centminmod/my-claude-code-setup,2615
2026-09-02,https://github.com/ciembor/agent-rules-books,2676
2026-09-02,https://github.com/clawplays/ospec,485
2026-09-02,https://github.com/code-review-checklists/java-concurrency,1366
2026-09-02,https://github.com/coder/xum,2000
2026-09-02,https://github.com/colbymchenry/codegraph,69265
2026-09-02,https://github.com/crev-dev/cargo-crev,2331
2026-09-02,https://github.com/cyberagiinc/DevDocs,2105
2026-09-02,https://github.com/danger/danger,5689
2026-09-02,https://github.com/danger/danger-js,5505
2026-09-02,https://github.com/danyuchn/asd-ste100-skill,1727
2026-09-02,https://github.com/darrenhinde/OpenAgentsControl,4817
2026-09-02,https://github.com/dennisdoomen/CSharpGuidelines,776
2026-09-02,https://github.com/devoxx/DevoxxGenieIDEAPlugin,677
2026-09-02,https://github.com/doobidoo/mcp-memory-service,1922
2026-09-02,https://github.com/dromara/liteflow,3844
2026-09-02,https://github.com/drona23/claude-token-efficient,6006
2026-09-02,https://github.com/dsifry/metaswarm,407
2026-09-02,https://github.com/eneskirca/nodeterm,1485
2026-09-02,https://github.com/enulus/OpenPackage,613
2026-09-02,https://github.com/ersinkoc/project-architect,253
2026-09-02,https://github.com/finaldie/auto-news,905
2026-09-02,https://github.com/fjb040911/ai-rules,517
2026-09-02,https://github.com/formulahendry/mcp-server-spec-driven-development,437
2026-09-02,https://github.com/gadievron/raptor,3696
2026-09-02,https://github.com/gemini-cli-extensions/conductor,3724
2026-09-02,https://github.com/getzep/graphiti,30528
2026-09-02,https://github.com/github/spec-kit,133053
2026-09-02,https://github.com/gmickel/flow-next,692
2026-09-02,https://github.com/go-gitea/gitea,57773
2026-09-02,https://github.com/gocn/knowledge,2662
2026-09-02,https://github.com/google/git-appraise,5308
2026-09-02,https://github.com/grapeot/context-infrastructure,741
2026-09-02,https://github.com/grregis/MuckScraper,135
2026-09-02,https://github.com/gsd-build/get-shit-done,64604
2026-09-02,https://github.com/gsd-build/gsd-2,7771
2026-09-02,https://github.com/hitmux/HitCC,750
2026-09-02,https://github.com/hkcanan/katmer-code,473
2026-09-02,https://github.com/hoodini/yuv-ai-trends,103
2026-09-02,https://github.com/huangserva/claude-code-cli,627
2026-09-02,https://github.com/hyhmrright/brooks-lint,1444
2026-09-02,https://github.com/iannuttall/claude-sessions,1208
2026-09-02,https://github.com/iannuttall/dotagents,707
2026-09-02,https://github.com/iannuttall/source-agents,124
2026-09-02,https://github.com/infragate/capa,737
2026-09-02,https://github.com/intellectronica/ruler,2907
2026-09-02,https://github.com/ithiria894/awesome-claude-code-workflows,121
2026-09-02,https://github.com/jaesivsm/JARR,130
2026-09-02,https://github.com/janlukasschroeder/realtime-newsapi,373
2026-09-02,https://github.com/jarrodwatts/claude-code-config,1063
2026-09-02,https://github.com/jbarbier/CLAUDE.md,494
2026-09-02,https://github.com/joho/awesome-code-review,5138
2026-09-02,https://github.com/josix/awesome-claude-md,575
2026-09-02,https://github.com/kenn-io/roborev,1687
2026-09-02,https://github.com/keskinonur/claude-code-ios-dev-guide,829
2026-09-02,https://github.com/kimsungwhee/apple-docs-mcp,1368
2026-09-02,https://github.com/ksh-b/raven,328
2026-09-02,https://github.com/lak7/devildev,612
2026-09-02,https://github.com/leonardomso/rust-skills,474
2026-09-02,https://github.com/leopiney/linus-torvalds-skills,282
2026-09-02,https://github.com/liangdabiao/tikhub_api_skill,126
2026-09-02,https://github.com/liuhuanyong/QASystemOnMedicalKG,7363
2026-09-02,https://github.com/loulanyue/spec-kit-zh,337
2026-09-02,https://github.com/lucas-flatwhite/claude-code-system-prompts,155
2026-09-02,https://github.com/m14r41/PentestingEverything,2062
2026-09-02,https://github.com/mainframecomputer/orchestra,758
2026-09-02,https://github.com/mattzcarey/shippie,2491
2026-09-02,https://github.com/maxritter/pilot-shell,2065
2026-09-02,https://github.com/mikwielgus/forum-dl,125
2026-09-02,https://github.com/mims-harvard/AutoScientists,736
2026-09-02,https://github.com/miqdadbadjuber/anti-slop,700
2026-09-02,https://github.com/modu-ai/moai-adk,1195
2026-09-02,https://github.com/mouredev/hello-sdd,418
2026-09-02,https://github.com/multica-ai/andrej-karpathy-skills,209607
2026-09-02,https://github.com/nextlevelbuilder/goclaw,3582
2026-09-02,https://github.com/open-gitagent/gitagent,667
2026-09-02,https://github.com/open-gsd/gsd-pi,1193
2026-09-02,https://github.com/opensesh/KARIMO,283
2026-09-02,https://github.com/panaversity/learn-agentic-ai,4350
2026-09-02,https://github.com/pedrohcgs/claude-code-my-workflow,1549
2026-09-02,https://github.com/promptadvisers/claudex,119
2026-09-02,https://github.com/prontolabs/pronto,2670
2026-09-02,https://github.com/pykeen/pykeen,2034
2026-09-02,https://github.com/qax-os/goreporter,3120
2026-09-02,https://github.com/rahulnyk/knowledge_graph,3975
2026-09-02,https://github.com/raphaelmansuy/edgequake,2082
2026-09-02,https://github.com/realrossmanngroup/no_ai_slop_writing_rules,668
2026-09-02,https://github.com/redongreen/uSpec,240
2026-09-02,https://github.com/reenhanced/gitreflow,1488
2026-09-02,https://github.com/revfactory/harness,8881
2026-09-02,https://github.com/reviewboard/reviewboard,1728
2026-09-02,https://github.com/reviewdog/reviewdog,9558
2026-09-02,https://github.com/robert-mcdermott/ai-knowledge-graph,2875
2026-09-02,https://github.com/rohitg00/awesome-claude-code-toolkit,2582
2026-09-02,https://github.com/rohitg00/pro-workflow,2803
2026-09-02,https://github.com/ryanmcdermott/code-review-tips,1526
2026-09-02,https://github.com/samdark/yiifeed,107
2026-09-02,https://github.com/sangrokjung/claude-forge,822
2026-09-02,https://github.com/sanyuan0704/sanyuan-skills,3893
2026-09-02,https://github.com/scanaislop/aislop,592
2026-09-02,https://github.com/scripting/river4,264
2026-09-02,https://github.com/sdi2200262/agentic-project-management,2400
2026-09-02,https://github.com/severity1/claude-agent-sdk-go,170
2026-09-02,https://github.com/severity1/claude-code-auto-memory,158
2026-09-02,https://github.com/shotgun-sh/shotgun,682
2026-09-02,https://github.com/slowmist/slowmist-agent-security,504
2026-09-02,https://github.com/snarktank/antfarm,2496
2026-09-02,https://github.com/sno-ai/mda,616
2026-09-02,https://github.com/sourcery-ai/sourcery,1858
2026-09-02,https://github.com/stablyai/orca,59856
2026-09-02,https://github.com/steipete/agent-rules,5694
2026-09-02,https://github.com/technillogue/ptx-isa-markdown,228
2026-09-02,https://github.com/tgoai/tgo,602
2026-09-02,https://github.com/thClaws/thClaws,1213
2026-09-02,https://github.com/timescale/pg-aiguide,1830
2026-09-02,https://github.com/tirth8205/code-review-graph,31106
2026-09-02,https://github.com/topoteretes/cognee,30416
2026-09-02,https://github.com/trailofbits/claude-code-config,2095
2026-09-02,https://github.com/trevor-nichols/agentrules-architect,122
2026-09-02,https://github.com/tzachbon/smart-ralph,531
2026-09-02,https://github.com/varunshenoy/GraphGPT,4427
2026-09-02,https://github.com/vercel-labs/lat.md,1890
2026-09-02,https://github.com/vercel-labs/openreview,1630
2026-09-02,https://github.com/vitali87/code-graph-rag,4921
2026-09-02,https://github.com/vitorfs/woid,245
2026-09-02,https://github.com/vstorm-co/pydantic-deepagents,1054
2026-09-02,https://github.com/webdevtodayjason/context-forge,149
2026-09-02,https://github.com/wesammustafa/Claude-Code-Everything-You-Need-to-Know,2842
2026-09-02,https://github.com/wilwaldon/Claude-Code-Frontend-Design-Toolkit,1046
2026-09-02,https://github.com/withkynam/vibecode-pro-max-kit,1113
2026-09-02,https://github.com/xerrors/Yuxi,6615
2026-09-02,https://github.com/xu-xiang/everything-claude-code-zh,1924
2026-09-02,https://github.com/yegor256/prompt,157
2026-09-02,https://github.com/yetone/cumora,3420
2026-09-02,https://github.com/yoheinakajima/instagraph,3553
2026-09-02,https://github.com/yusufkaraaslan/Skill_Seekers,14888
2026-09-02,https://github.com/yzhao062/agent-style,667
2026-09-02,https://github.com/zhu1090093659/spec_driven_develop,976
2026-09-02,https://github.com/zino-rs/zino,1146
2026-09-02,https://github.com/zjukg/KG-LLM-Papers,2228
2026-09-02,https://github.com/zjunlp/DeepKE,4476
2026-09-02,https://github.com/zubair-trabzada/ai-legal-claude,1711
2026-09-02,https://github.com/zubair-trabzada/ai-sales-team-claude,1089
2026-09-03,https://github.com/0x0funky/agent-sprite-forge,3993
2026-09-03,https://github.com/0x4m4/hexstrike-ai,11520
2026-09-03,https://github.com/Abilityai/trinity,504
2026-09-03,https://github.com/AgriciDaniel/claude-ads,8711
2026-09-03,https://github.com/AgriciDaniel/claude-seo,16201
2026-09-03,https://github.com/Alishahryar1/free-claude-code,52926
2026-09-03,https://github.com/AminBlg/SimpleEnglish,3138
2026-09-03,https://github.com/AvdLee/SwiftUI-Agent-Skill,3484
2026-09-03,https://github.com/BeehiveInnovations/pal-mcp-server,11730
2026-09-03,https://github.com/BloopAI/vibe-kanban,27999
2026-09-03,https://github.com/Cassette-Editor/oh-my-cassette,131
2026-09-03,https://github.com/Cesarjoquin/shopify-mcp,140
2026-09-03,https://github.com/ChinaSiro/claude-code-sourcemap,9649
2026-09-03,https://github.com/DevnorsAI/devnors-data-mcp,250
2026-09-03,https://github.com/Donchitos/Claude-Code-Game-Studios,24797
2026-09-03,https://github.com/Enderfga/claw-orchestrator,563
2026-09-03,https://github.com/EveryInc/compound-engineering-plugin,24814
2026-09-03,https://github.com/FlorianBruniaux/claude-code-ultimate-guide,5881
2026-09-03,https://github.com/Imbad0202/academic-research-skills,45888
2026-09-03,https://github.com/Jeffallan/claude-skills,11305
2026-09-03,https://github.com/JimLiu/baoyu-design,3851
2026-09-03,https://github.com/JuliusBrussee/caveman,102933
2026-09-03,https://github.com/K-Dense-AI/scientific-agent-skills,42315
2026-09-03,https://github.com/KKKKhazix/khazix-skills,20384
2026-09-03,https://github.com/Maciek-roboblog/Claude-Code-Usage-Monitor,8672
2026-09-03,https://github.com/MadsLorentzen/ai-job-search,40500
2026-09-03,https://github.com/Manavarya09/design-extract,4013
2026-09-03,https://github.com/MengTo/Skills,5756
2026-09-03,https://github.com/NVIDIA/SkillSpector,15821
2026-09-03,https://github.com/NVIDIA/skills,3187
2026-09-03,https://github.com/NanmiCoder/cc-haha,14276
2026-09-03,https://github.com/Nutlope/hallmark,27950
2026-09-03,https://github.com/OpenCoworkAI/open-codesign,7873
2026-09-03,https://github.com/Orchestra-Research/AI-Research-SKILLs,12275
2026-09-03,https://github.com/OthmanAdi/planning-with-files,26610
2026-09-03,https://github.com/Q00/ouroboros,5761
2026-09-03,https://github.com/Shubhamsaboo/awesome-llm-apps,135878
2026-09-03,https://github.com/SuperClaude-Org/SuperClaude_Framework,23868
2026-09-03,https://github.com/TabularisDB/tabularis,4674
2026-09-03,https://github.com/ToolJet/ToolJet,40835
2026-09-03,https://github.com/Vincentwei1021/video-shotcraft,7274
2026-09-03,https://github.com/VoltAgent/awesome-agent-skills,33688
2026-09-03,https://github.com/VoltAgent/awesome-claude-code-subagents,24832
2026-09-03,https://github.com/Waishnav/devspace,4441
2026-09-03,https://github.com/Wei-Shaw/claude-relay-service,12585
2026-09-03,https://github.com/Yeachan-Heo/oh-my-claudecode,38976
2026-09-03,https://github.com/YishenTu/claudian,15135
2026-09-03,https://github.com/a-bonus/google-docs-mcp,654
2026-09-03,https://github.com/addyosmani/agent-skills,91883
2026-09-03,https://github.com/affaan-m/ECC,246789
2026-09-03,https://github.com/ageerle/ruoyi-ai,5681
2026-09-03,https://github.com/agentskills/agentskills,24999
2026-09-03,https://github.com/alchaincyf/huashu-design,23849
2026-09-03,https://github.com/alirezarezvani/claude-skills,25461
2026-09-03,https://github.com/anbeime/skill,6132
2026-09-03,https://github.com/antfu/skills,5838
2026-09-03,https://github.com/anthropics/claude-code,143902
2026-09-03,https://github.com/anthropics/claude-code-action,8784
2026-09-03,https://github.com/anthropics/claude-plugins-official,35864
2026-09-03,https://github.com/anthropics/life-sciences,588
